web_scraper_order,web_scraper_start_url,container_id,type chaussures,prix,adresse,image_lien
"1766795621-213","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/nike-air-max-moto-5658152","Nike Air Max moto","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5658152_uploaded_image1_1764971196.jpg)
background-image:url(https://images.coinafrique.com/thumb_5658152_uploaded_image2_1764971196.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5658152_uploaded_image3_1764971196.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5658152_uploaded_image4_1764971196.jpeg)"
"1766795650-214","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-max-moto-5658145","Baskets Nike Air Max moto","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5658145_uploaded_image1_1764970934.jpg)
background-image:url(https://images.coinafrique.com/thumb_5658145_uploaded_image2_1764970934.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5658145_uploaded_image3_1764970934.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5658145_uploaded_image4_1764970934.jpeg)"
"1766795658-215","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-de-ville-5660965","Chaussures de ville","20 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5660965_uploaded_image1_1765145291.jpg)
background-image:url(https://images.coinafrique.com/thumb_5660965_uploaded_image2_1765145291.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5660965_uploaded_image3_1765145291.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5660965_uploaded_image4_1765145291.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5660965_uploaded_image5_1765145291.jpeg)"
"1766795668-216","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-de-ville-5660971","Chaussures de ville","20 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5660971_uploaded_image1_1765145411.jpg)
background-image:url(https://images.coinafrique.com/thumb_5660971_uploaded_image2_1765145413.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5660971_uploaded_image3_1765145413.jpeg)"
"1766795678-217","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-de-ville-5660969","Chaussures de ville","20 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5660969_uploaded_image1_1765145356.jpg)
background-image:url(https://images.coinafrique.com/thumb_5660969_uploaded_image2_1765145357.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5660969_uploaded_image3_1765145357.jpeg)"
"1766795687-218","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-de-ville-5660975","Chaussures de ville","20 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5660975_uploaded_image1_1765145484.jpg)
background-image:url(https://images.coinafrique.com/thumb_5660975_uploaded_image2_1765145484.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5660975_uploaded_image3_1765145484.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5660975_uploaded_image4_1765145484.jpeg)"
"1766795698-219","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-de-ville-5660977","Chaussures de ville","20 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5660977_uploaded_image1_1765145540.jpg)
background-image:url(https://images.coinafrique.com/thumb_5660977_uploaded_image2_1765145541.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5660977_uploaded_image3_1765145541.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5660977_uploaded_image4_1765145541.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5660977_uploaded_image5_1765145542.jpeg)"
"1766795707-220","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/new-balance-5674245","New Balance","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5674245_uploaded_image1_1765839813.jpg)
background-image:url(https://images.coinafrique.com/thumb_5674245_uploaded_image2_1765839814.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5674245_uploaded_image3_1765839814.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5674245_uploaded_image4_1765839814.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5674245_uploaded_image5_1765839814.jpeg)"
"1766795716-221","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/asic-gel-5674251","Asic gel","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5674251_uploaded_image1_1765839964.jpg)
background-image:url(https://images.coinafrique.com/thumb_5674251_uploaded_image2_1765839965.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5674251_uploaded_image3_1765839965.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5674251_uploaded_image4_1765839965.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5674251_uploaded_image5_1765839965.jpeg)"
"1766795730-222","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/asic-gel-kayono-5674249","Asic gel kayono","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5674249_uploaded_image1_1765839904.jpg)
background-image:url(https://images.coinafrique.com/thumb_5674249_uploaded_image2_1765839905.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5674249_uploaded_image3_1765839905.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5674249_uploaded_image4_1765839905.jpeg)"
