web_scraper_order,web_scraper_start_url,container_id,type chaussures,prix,adresse,image_lien
"1766795031-169","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/asic-nyc-5685346","Asic NYC","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5685346_uploaded_image1_1766430764.jpg)
background-image:url(https://images.coinafrique.com/thumb_5685346_uploaded_image2_1766430764.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5685346_uploaded_image3_1766430764.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5685346_uploaded_image4_1766430764.jpeg)"
"1766795066-170","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/nike-air-force-1-5683935","Nike Air force 1","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5683935_uploaded_image1_1766348133.jpg)
background-image:url(https://images.coinafrique.com/thumb_5683935_uploaded_image2_1766348134.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5683935_uploaded_image3_1766348134.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5683935_uploaded_image4_1766348134.jpeg)"
"1766795079-171","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/louis-vuitton-5677901","Louis vuitton","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5677901_uploaded_image1_1766005049.jpg)
background-image:url(https://images.coinafrique.com/thumb_5677901_uploaded_image2_1766005050.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5677901_uploaded_image3_1766005050.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5677901_uploaded_image4_1766005050.jpeg)"
"1766795110-172","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/air-max-95-5677895","Air Max 95","22 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5677895_uploaded_image1_1766004947.jpg)
background-image:url(https://images.coinafrique.com/thumb_5677895_uploaded_image2_1766004948.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5677895_uploaded_image3_1766004948.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5677895_uploaded_image4_1766004948.jpeg)"
"1766795125-173","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/air-max-95-5677885","Air Max 95","22 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5677885_uploaded_image1_1766004784.jpg)
background-image:url(https://images.coinafrique.com/thumb_5677885_uploaded_image2_1766004784.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5677885_uploaded_image3_1766004784.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5677885_uploaded_image4_1766004784.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5677885_uploaded_image5_1766004784.jpeg)"
"1766795167-174","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-force-one-low-5670087","Baskets Air Force one low","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5670087_uploaded_image1_1765572281.jpg)
background-image:url(https://images.coinafrique.com/thumb_5670087_uploaded_image2_1765572282.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5670087_uploaded_image3_1765572282.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5670087_uploaded_image4_1765572282.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5670087_uploaded_image5_1765572282.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5670087_uploaded_image6_1765572282.jpeg)"
"1766795176-175","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-shox-5670096","Baskets Nike shox","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5670096_uploaded_image1_1765572588.jpg)
background-image:url(https://images.coinafrique.com/thumb_5670096_uploaded_image2_1765572589.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5670096_uploaded_image3_1765572589.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5670096_uploaded_image4_1765572589.jpeg)"
"1766795192-176","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-force-one-5670093","Baskets Air force one","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5670093_uploaded_image1_1765572493.jpg)
background-image:url(https://images.coinafrique.com/thumb_5670093_uploaded_image2_1765572493.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5670093_uploaded_image3_1765572493.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5670093_uploaded_image4_1765572493.jpeg)"
"1766795202-177","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/asic-kayono-5656438","Asic kayono","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5656438_uploaded_image1_1764880204.jpg)
background-image:url(https://images.coinafrique.com/thumb_5656438_uploaded_image2_1764880204.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656438_uploaded_image3_1764880204.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656438_uploaded_image4_1764880204.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656438_uploaded_image5_1764880204.jpeg)"
"1766795211-178","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/asic-kayono-14-5656440","Asic kayono 14","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5656440_uploaded_image1_1764880329.jpg)
background-image:url(https://images.coinafrique.com/thumb_5656440_uploaded_image2_1764880329.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656440_uploaded_image3_1764880329.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656440_uploaded_image4_1764880329.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656440_uploaded_image5_1764880329.jpeg)"
"1766795221-179","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-740-5656445","Baskets New Balance 740","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5656445_uploaded_image1_1764880538.jpg)
background-image:url(https://images.coinafrique.com/thumb_5656445_uploaded_image2_1764880538.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656445_uploaded_image3_1764880538.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656445_uploaded_image4_1764880538.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656445_uploaded_image5_1764880538.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656445_uploaded_image6_1764880538.jpeg)"
"1766795234-180","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-louis-vuitton-5656449","Baskets Louis Vuitton","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5656449_uploaded_image1_1764880744.jpg)
background-image:url(https://images.coinafrique.com/thumb_5656449_uploaded_image2_1764880744.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656449_uploaded_image3_1764880744.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656449_uploaded_image4_1764880744.jpeg)"
"1766795243-181","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/sandale-dior-alpha-5656452","Sandale Dior alpha","17 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5656452_uploaded_image1_1764880848.jpg)
background-image:url(https://images.coinafrique.com/thumb_5656452_uploaded_image2_1764880848.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656452_uploaded_image3_1764880848.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656452_uploaded_image4_1764880848.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656452_uploaded_image5_1764880848.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656452_uploaded_image6_1764880848.jpeg)"
"1766795253-182","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-saucony-5656454","Baskets Saucony","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5656454_uploaded_image1_1764880975.jpg)
background-image:url(https://images.coinafrique.com/thumb_5656454_uploaded_image2_1764880975.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656454_uploaded_image3_1764880975.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656454_uploaded_image4_1764880975.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656454_uploaded_image5_1764880975.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656454_uploaded_image6_1764880975.jpeg)"
"1766795263-183","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-max-95-5656457","Baskets Air Max 95","20 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5656457_uploaded_image1_1764881079.jpg)
background-image:url(https://images.coinafrique.com/thumb_5656457_uploaded_image2_1764881079.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656457_uploaded_image3_1764881079.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656457_uploaded_image4_1764881079.jpeg)"
"1766795273-184","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-asic-1130-5656446","Baskets Asic 1130","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5656446_uploaded_image1_1764880658.jpg)
background-image:url(https://images.coinafrique.com/thumb_5656446_uploaded_image2_1764880658.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656446_uploaded_image3_1764880658.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656446_uploaded_image4_1764880658.jpeg)"
"1766795283-185","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-4-retro-5656461","Baskets Jordan 4 rétro","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5656461_uploaded_image1_1764881200.jpg)
background-image:url(https://images.coinafrique.com/thumb_5656461_uploaded_image2_1764881201.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656461_uploaded_image3_1764881201.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656461_uploaded_image4_1764881201.jpeg)"
"1766795292-186","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-timberland-5656479","Baskets Timberland","30 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5656479_uploaded_image1_1764881761.jpg)
background-image:url(https://images.coinafrique.com/thumb_5656479_uploaded_image2_1764881762.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656479_uploaded_image3_1764881762.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656479_uploaded_image4_1764881762.jpeg)"
"1766795302-187","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/dior-b22-5666578","Dior b22","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5666578_uploaded_image1_1765401789.jpg)
background-image:url(https://images.coinafrique.com/thumb_5666578_uploaded_image2_1765401790.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5666578_uploaded_image3_1765401790.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5666578_uploaded_image4_1765401790.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5666578_uploaded_image5_1765401790.jpeg)"
"1766795317-188","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/nike-air-max-95-5666574","Nike Air Max 95","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5666574_uploaded_image1_1765401723.jpg)
background-image:url(https://images.coinafrique.com/thumb_5666574_uploaded_image2_1765401723.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5666574_uploaded_image3_1765401723.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5666574_uploaded_image4_1765401723.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5666574_uploaded_image5_1765401723.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5666574_uploaded_image6_1765401723.jpeg)"
"1766795327-189","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/nike-air-max-95-5666571","Nike Air Max 95","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5666571_uploaded_image1_1765401673.jpg)
background-image:url(https://images.coinafrique.com/thumb_5666571_uploaded_image2_1765401674.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5666571_uploaded_image3_1765401674.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5666571_uploaded_image4_1765401674.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5666571_uploaded_image5_1765401674.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5666571_uploaded_image6_1765401674.jpeg)"
"1766795337-190","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/dior-b22-5666583","Dior b22","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5666583_uploaded_image1_1765401903.jpg)
background-image:url(https://images.coinafrique.com/thumb_5666583_uploaded_image2_1765401903.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5666583_uploaded_image3_1765401903.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5666583_uploaded_image4_1765401903.jpeg)"
"1766795349-191","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/dior-b22-5666582","Dior b22","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5666582_uploaded_image1_1765401850.jpg)
background-image:url(https://images.coinafrique.com/thumb_5666582_uploaded_image2_1765401850.jpeg)"
"1766795362-192","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-p6000-5656495","Baskets Nike P6000","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5656495_uploaded_image1_1764882253.jpg)
background-image:url(https://images.coinafrique.com/thumb_5656495_uploaded_image2_1764882253.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656495_uploaded_image3_1764882253.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656495_uploaded_image4_1764882253.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656495_uploaded_image5_1764882253.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656495_uploaded_image6_1764882253.jpeg)"
"1766795371-193","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/new-balance-fuel-cell-5656501","New Balance Fuel cell","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5656501_uploaded_image1_1764882356.jpg)
background-image:url(https://images.coinafrique.com/thumb_5656501_uploaded_image2_1764882357.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656501_uploaded_image3_1764882357.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656501_uploaded_image4_1764882357.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656501_uploaded_image5_1764882357.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656501_uploaded_image6_1764882357.jpeg)"
"1766795383-194","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-force-1-5656488","Baskets Air force 1","13 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5656488_uploaded_image1_1764881966.jpg)
background-image:url(https://images.coinafrique.com/thumb_5656488_uploaded_image2_1764881966.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656488_uploaded_image3_1764881966.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656488_uploaded_image4_1764881966.jpeg)"
"1766795393-195","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-tn-5656485","Baskets Nike TN","17 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5656485_uploaded_image1_1764881869.jpg)
background-image:url(https://images.coinafrique.com/thumb_5656485_uploaded_image2_1764881870.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656485_uploaded_image3_1764881870.jpeg)"
"1766795401-196","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-force-1-5656505","Baskets Air force 1","19 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5656505_uploaded_image1_1764882446.jpg)
background-image:url(https://images.coinafrique.com/thumb_5656505_uploaded_image2_1764882446.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656505_uploaded_image3_1764882446.jpeg)"
"1766795412-197","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-3-5656508","Baskets Jordan 3","20 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5656508_uploaded_image1_1764882568.jpg)
background-image:url(https://images.coinafrique.com/thumb_5656508_uploaded_image2_1764882568.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656508_uploaded_image3_1764882568.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656508_uploaded_image4_1764882568.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656508_uploaded_image5_1764882568.jpeg)"
"1766795438-198","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/new-balance-5656513","New Balance","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5656513_uploaded_image1_1764882662.jpg)
background-image:url(https://images.coinafrique.com/thumb_5656513_uploaded_image2_1764882662.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656513_uploaded_image3_1764882662.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656513_uploaded_image4_1764882662.jpeg)"
"1766795447-199","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/timberland-boots-5670171","Timberland boots","30 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5670171_uploaded_image1_1765575893.jpg)
background-image:url(https://images.coinafrique.com/thumb_5670171_uploaded_image2_1765575894.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5670171_uploaded_image3_1765575894.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5670171_uploaded_image4_1765575894.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5670171_uploaded_image5_1765575894.jpeg)"
"1766795457-200","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-3-retro-5658114","Baskets Jordan 3 rétro","20 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5658114_uploaded_image1_1764969274.jpg)
background-image:url(https://images.coinafrique.com/thumb_5658114_uploaded_image2_1764969274.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5658114_uploaded_image3_1764969274.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5658114_uploaded_image4_1764969274.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5658114_uploaded_image5_1764969274.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5658114_uploaded_image6_1764969274.jpeg)"
"1766795471-201","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-timberland-boots-5670176","Baskets Timberland boots","30 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5670176_uploaded_image1_1765576010.jpg)
background-image:url(https://images.coinafrique.com/thumb_5670176_uploaded_image2_1765576010.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5670176_uploaded_image3_1765576010.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5670176_uploaded_image4_1765576010.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5670176_uploaded_image5_1765576010.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5670176_uploaded_image6_1765576010.jpeg)"
"1766795480-202","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/dior-cd-5656533","Dior cd","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5656533_uploaded_image1_1764883235.jpg)
background-image:url(https://images.coinafrique.com/thumb_5656533_uploaded_image2_1764883235.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656533_uploaded_image3_1764883235.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656533_uploaded_image4_1764883235.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656533_uploaded_image5_1764883235.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656533_uploaded_image6_1764883235.jpeg)"
"1766795497-203","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-1-5656536","Baskets Jordan 1","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5656536_uploaded_image1_1764883328.jpg)
background-image:url(https://images.coinafrique.com/thumb_5656536_uploaded_image2_1764883328.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656536_uploaded_image3_1764883328.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656536_uploaded_image4_1764883328.jpeg)"
"1766795513-204","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/asic-gel-nyc-5656524","Asic Gel Nyc","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5656524_uploaded_image1_1764883061.jpg)
background-image:url(https://images.coinafrique.com/thumb_5656524_uploaded_image2_1764883062.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656524_uploaded_image3_1764883062.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656524_uploaded_image4_1764883062.jpeg)"
"1766795523-205","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/louis-vuitton-skate-5656527","Louis vuitton skate","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5656527_uploaded_image1_1764883123.jpg)
background-image:url(https://images.coinafrique.com/thumb_5656527_uploaded_image2_1764883123.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656527_uploaded_image3_1764883123.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656527_uploaded_image4_1764883123.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656527_uploaded_image5_1764883123.jpeg)"
"1766795540-206","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-louis-vuitton-5656538","Baskets Louis vuitton","22 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5656538_uploaded_image1_1764883544.jpg)
background-image:url(https://images.coinafrique.com/thumb_5656538_uploaded_image2_1764883545.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656538_uploaded_image3_1764883545.jpeg)"
"1766795551-207","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-nocta-5656544","Baskets Nike nocta","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5656544_uploaded_image1_1764883707.jpg)
background-image:url(https://images.coinafrique.com/thumb_5656544_uploaded_image2_1764883707.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656544_uploaded_image3_1764883707.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656544_uploaded_image4_1764883707.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656544_uploaded_image5_1764883707.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656544_uploaded_image6_1764883707.jpeg)"
"1766795564-208","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-samba-5656549","Baskets Adidas samba","20 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5656549_uploaded_image1_1764883907.jpg)
background-image:url(https://images.coinafrique.com/thumb_5656549_uploaded_image2_1764883908.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656549_uploaded_image3_1764883908.jpeg)"
"1766795574-209","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-fendi-5656541","Baskets Fendi","22 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5656541_uploaded_image1_1764883603.jpg)
background-image:url(https://images.coinafrique.com/thumb_5656541_uploaded_image2_1764883603.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656541_uploaded_image3_1764883603.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656541_uploaded_image4_1764883603.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656541_uploaded_image5_1764883603.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5656541_uploaded_image6_1764883603.jpeg)"
"1766795586-210","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/nike-shox-r4-5685654","Nike shox R4","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5685654_uploaded_image1_1766444577.jpg)
background-image:url(https://images.coinafrique.com/thumb_5685654_uploaded_image2_1766444577.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5685654_uploaded_image3_1766444577.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5685654_uploaded_image4_1766444577.jpeg)"
"1766795598-211","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/new-balance-740-5685653","New balance 740","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5685653_uploaded_image1_1766444520.jpg)
background-image:url(https://images.coinafrique.com/thumb_5685653_uploaded_image2_1766444521.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5685653_uploaded_image3_1766444521.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5685653_uploaded_image4_1766444521.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5685653_uploaded_image5_1766444521.jpeg)"
"1766795608-212","https://sn.coinafrique.com/categorie/chaussures-homme?page=1","https://sn.coinafrique.com/annonce/chaussures-homme/nice-air-max-5658154","Nice Air Max","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5658154_uploaded_image1_1764971268.jpg)
background-image:url(https://images.coinafrique.com/thumb_5658154_uploaded_image2_1764971279.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5658154_uploaded_image3_1764971279.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5658154_uploaded_image4_1764971279.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5658154_uploaded_image5_1764971279.jpeg)"
