web_scraper_order,web_scraper_start_url,container_urls,type habits,prix,adresse,image_lien
"1766787083-1","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/costume-africaine-5392632","Costume africaine","20 000 CFA","Fass, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5392632_uploaded_image1_1750903985.jpg)
background-image:url(https://images.coinafrique.com/thumb_5392632_uploaded_image2_1750903985.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5392632_uploaded_image3_1750903985.jpeg)"
"1766787096-2","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/costume-africaine-5392633","Costume africaine","20 000 CFA","Fass, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5392633_uploaded_image1_1750904042.jpg)
background-image:url(https://images.coinafrique.com/thumb_5392633_uploaded_image2_1750904042.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5392633_uploaded_image3_1750904042.jpeg)"
"1766787106-3","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/vetement-homme-5394599","Vêtement homme","Prix sur demande","Fass, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5394599_uploaded_image2_1751021076.jpeg)"
"1766787114-4","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/bas-nike-tech-5396366","Bas Nike Tech","10 000 CFA","Mariste, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5396366_uploaded_image1_1751130805.jpg)"
"1766787139-5","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/bas-large-5359319","Bas large","7 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5359319_uploaded_image1_1748991293.jpg)
background-image:url(https://images.coinafrique.com/thumb_5359319_uploaded_image2_1748991293.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5359319_uploaded_image3_1748991293.jpeg)"
"1766787146-6","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-5376209","Lacoste homme","6 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5376209_uploaded_image1_1750033001.jpg)
background-image:url(https://images.coinafrique.com/thumb_5376209_uploaded_image2_1750033001.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5376209_uploaded_image3_1750033001.jpeg)"
"1766787155-7","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-coton-5376211","T-shirt coton","6 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5376211_uploaded_image1_1750033082.jpg)
background-image:url(https://images.coinafrique.com/thumb_5376211_uploaded_image2_1750033083.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5376211_uploaded_image3_1750033083.jpeg)"
"1766787164-8","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-unique-5381842","T-shirt unique","3 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5381842_uploaded_image1_1750327249.jpg)
background-image:url(https://images.coinafrique.com/thumb_5381842_uploaded_image2_1750327250.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5381842_uploaded_image3_1750327250.jpeg)"
"1766787172-9","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-short-5359855","Ensemble short","9 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5359855_uploaded_image1_1749031695.jpg)
background-image:url(https://images.coinafrique.com/thumb_5359855_uploaded_image2_1749031695.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5359855_uploaded_image3_1749031695.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5359855_uploaded_image4_1749031695.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5359855_uploaded_image5_1749031695.jpeg)"
"1766787181-10","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/jeans-homme-5360049","Jeans homme","7 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5360049_uploaded_image1_1749038004.jpg)
background-image:url(https://images.coinafrique.com/thumb_5360049_uploaded_image2_1749038004.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5360049_uploaded_image3_1749038004.jpeg)"
"1766787193-11","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/dialabeh-homme-5377282","Dialabeh homme","9 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5377282_uploaded_image1_1750088802.jpg)
background-image:url(https://images.coinafrique.com/thumb_5377282_uploaded_image2_1750088803.jpeg)"
"1766787202-12","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-5368256","T-shirt","3 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5368256_uploaded_image1_1749572783.jpg)
background-image:url(https://images.coinafrique.com/thumb_5368256_uploaded_image2_1749572783.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5368256_uploaded_image3_1749572783.jpeg)"
"1766787211-13","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/short-5386893","Short","3 500 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5386893_uploaded_image1_1750612508.jpg)
background-image:url(https://images.coinafrique.com/thumb_5386893_uploaded_image2_1750612508.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5386893_uploaded_image3_1750612508.jpeg)"
"1766787220-14","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/jeans-homme-5386899","Jeans homme","7 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5386899_uploaded_image1_1750612630.jpg)
background-image:url(https://images.coinafrique.com/thumb_5386899_uploaded_image2_1750612630.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5386899_uploaded_image3_1750612630.jpeg)"
"1766787227-15","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-short-5360719","Ensemble short","10 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5360719_uploaded_image1_1749061877.jpg)
background-image:url(https://images.coinafrique.com/thumb_5360719_uploaded_image2_1749061877.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5360719_uploaded_image3_1749061877.jpeg)"
"1766787236-16","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/t-shirts-5360732","T-shirts","6 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5360732_uploaded_image1_1749062350.jpg)
background-image:url(https://images.coinafrique.com/thumb_5360732_uploaded_image2_1749062351.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5360732_uploaded_image3_1749062351.jpeg)"
"1766787269-17","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/short-en-jeans-5387071","Short en jeans","6 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5387071_uploaded_image1_1750620076.jpg)
background-image:url(https://images.coinafrique.com/thumb_5387071_uploaded_image2_1750620077.jpeg)"
"1766787281-18","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-homme-5364547","Pantalon homme","7 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5364547_uploaded_image1_1749327860.jpg)
background-image:url(https://images.coinafrique.com/thumb_5364547_uploaded_image2_1749327861.jpeg)"
"1766787289-19","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/polo-en-coton-5361125","Polo en coton","8 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5361125_uploaded_image1_1749079937.jpg)
background-image:url(https://images.coinafrique.com/thumb_5361125_uploaded_image2_1749079944.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5361125_uploaded_image3_1749079944.jpeg)"
"1766787299-20","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-short-5387379","Ensemble short","15 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5387379_uploaded_image1_1750639839.jpg)
background-image:url(https://images.coinafrique.com/thumb_5387379_uploaded_image2_1750639839.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5387379_uploaded_image3_1750639839.jpeg)"
"1766787308-21","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-bas-large-5387381","Pantalon bas large","7 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5387381_uploaded_image1_1750640217.jpg)
background-image:url(https://images.coinafrique.com/thumb_5387381_uploaded_image2_1750640217.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5387381_uploaded_image3_1750640217.jpeg)"
"1766787321-22","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/jalaba-homme-5362186","Jalaba homme","10 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5362186_uploaded_image1_1749145293.jpg)
background-image:url(https://images.coinafrique.com/thumb_5362186_uploaded_image2_1749145294.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5362186_uploaded_image3_1749145294.jpeg)"
"1766787330-23","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-lacoste-kaki-5379656","Ensemble lacoste+ kaki","14 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5379656_uploaded_image1_1750203540.jpg)
background-image:url(https://images.coinafrique.com/thumb_5379656_uploaded_image2_1750203541.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5379656_uploaded_image3_1750203541.jpeg)"
"1766787338-24","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-5379655","Pantalon kaki","8 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5379655_uploaded_image1_1750203441.jpg)
background-image:url(https://images.coinafrique.com/thumb_5379655_uploaded_image2_1750203441.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5379655_uploaded_image3_1750203441.jpeg)"
"1766787347-25","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/calecons-5366447","Caleçons","1 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5366447_uploaded_image1_1749473882.jpg)
background-image:url(https://images.coinafrique.com/thumb_5366447_uploaded_image2_1749473883.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5366447_uploaded_image3_1749473883.jpeg)"
"1766787356-26","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-short-5380938","Ensemble short","9 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5380938_uploaded_image1_1750267359.jpg)
background-image:url(https://images.coinafrique.com/thumb_5380938_uploaded_image2_1750267359.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5380938_uploaded_image3_1750267359.jpeg)"
"1766787368-27","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-bas-large-5380940","Pantalon bas large","7 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5380940_uploaded_image1_1750267409.jpg)
background-image:url(https://images.coinafrique.com/thumb_5380940_uploaded_image2_1750267410.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5380940_uploaded_image3_1750267410.jpeg)"
"1766787377-28","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/polo-en-coton-5405576","Polo en coton","8 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5405576_uploaded_image1_1751582047.jpg)
background-image:url(https://images.coinafrique.com/thumb_5405576_uploaded_image2_1751582047.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5405576_uploaded_image3_1751582047.jpeg)"
"1766787385-29","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/boubou-homme-traditionnel-5414801","Boubou homme traditionnel","35 000 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5414801_uploaded_image1_1752066925.jpg)
background-image:url(https://images.coinafrique.com/thumb_5414801_uploaded_image2_1752066926.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5414801_uploaded_image3_1752066926.jpeg)"
"1766787394-30","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/chemise-africaine-5421027","Chemise africaine","11 000 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5421027_uploaded_image1_1752406068.jpg)"
"1766787402-31","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/djialabe-5374429","Djialabé","15 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5374429_uploaded_image1_1749913872.jpg)
background-image:url(https://images.coinafrique.com/thumb_5374429_uploaded_image2_1749913872.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5374429_uploaded_image3_1749913872.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5374429_uploaded_image4_1749913872.jpeg)"
"1766787410-32","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/djialab-homme-5374415","Djialab  Homme","10 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5374415_uploaded_image1_1749913505.jpg)
background-image:url(https://images.coinafrique.com/thumb_5374415_uploaded_image2_1749913505.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5374415_uploaded_image3_1749913505.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5374415_uploaded_image4_1749913505.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5374415_uploaded_image5_1749913505.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5374415_uploaded_image6_1749913505.jpeg)"
"1766787419-33","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/djialab-homme-5374420","Djialab Homme","15 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5374420_uploaded_image1_1749913604.jpg)
background-image:url(https://images.coinafrique.com/thumb_5374420_uploaded_image2_1749913604.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5374420_uploaded_image3_1749913604.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5374420_uploaded_image4_1749913604.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5374420_uploaded_image5_1749913604.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5374420_uploaded_image6_1749913604.jpeg)"
"1766787428-34","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/bonet-5374410","Bonet","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5374410_uploaded_image1_1749913289.jpg)
background-image:url(https://images.coinafrique.com/thumb_5374410_uploaded_image2_1749913289.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5374410_uploaded_image3_1749913289.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5374410_uploaded_image4_1749913289.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5374410_uploaded_image5_1749913289.jpeg)"
"1766787462-35","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/sorts-coton-djiene-5374540","Sorts coton djiene","10 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5374540_uploaded_image1_1749919718.jpg)
background-image:url(https://images.coinafrique.com/thumb_5374540_uploaded_image2_1749919718.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5374540_uploaded_image3_1749919718.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5374540_uploaded_image4_1749919718.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5374540_uploaded_image5_1749919718.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5374540_uploaded_image6_1749919718.jpeg)"
"1766787472-36","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/shorts-coton-5374534","Shorts coton","8 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5374534_uploaded_image1_1749919474.jpg)
background-image:url(https://images.coinafrique.com/thumb_5374534_uploaded_image2_1749919475.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5374534_uploaded_image3_1749919475.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5374534_uploaded_image4_1749919475.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5374534_uploaded_image5_1749919475.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5374534_uploaded_image6_1749919475.jpeg)"
"1766787480-37","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/tshirt-coton-5374565","Tshirt coton","8 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5374565_uploaded_image1_1749920402.jpg)
background-image:url(https://images.coinafrique.com/thumb_5374565_uploaded_image2_1749920402.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5374565_uploaded_image3_1749920402.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5374565_uploaded_image4_1749920402.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5374565_uploaded_image5_1749920402.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5374565_uploaded_image6_1749920402.jpeg)"
"1766787490-38","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5421924","Ensemble homme","150 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5421924_uploaded_image1_1752455779.jpg)
background-image:url(https://images.coinafrique.com/thumb_5421924_uploaded_image2_1752455779.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5421924_uploaded_image3_1752455779.jpeg)"
"1766787498-39","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5421925","Ensemble homme","150 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5421925_uploaded_image1_1752455865.jpg)
background-image:url(https://images.coinafrique.com/thumb_5421925_uploaded_image2_1752455866.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5421925_uploaded_image3_1752455866.jpeg)"
"1766787507-40","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5421926","Ensemble homme","150 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5421926_uploaded_image1_1752455963.jpg)
background-image:url(https://images.coinafrique.com/thumb_5421926_uploaded_image2_1752455963.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5421926_uploaded_image3_1752455963.jpeg)"
"1766787516-41","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-5422133","Lacoste homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5422133_uploaded_image1_1752479744.jpg)
background-image:url(https://images.coinafrique.com/thumb_5422133_uploaded_image2_1752479744.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5422133_uploaded_image3_1752479744.jpeg)"
"1766787525-42","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jean-5422157","Pantalon jean","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5422157_uploaded_image1_1752480645.jpg)
background-image:url(https://images.coinafrique.com/thumb_5422157_uploaded_image2_1752480645.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5422157_uploaded_image3_1752480645.jpeg)"
"1766787535-43","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-5422160","Pantalon Kaki","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5422160_uploaded_image1_1752480748.jpg)
background-image:url(https://images.coinafrique.com/thumb_5422160_uploaded_image2_1752480749.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5422160_uploaded_image3_1752480749.jpeg)"
"1766787544-44","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/sous-vetements-homme-5422821","Sous-vêtements homme","4 000 CFA","Medina, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5422821_uploaded_image1_1752506033.jpg)
background-image:url(https://images.coinafrique.com/thumb_5422821_uploaded_image2_1752506034.jpeg)"
"1766787554-45","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/chemise-pour-homme-5389835","Chemise pour homme","12 500 CFA","Fass, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5389835_uploaded_image1_1750768990.jpg)
background-image:url(https://images.coinafrique.com/thumb_5389835_uploaded_image2_1750768991.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5389835_uploaded_image3_1750768991.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5389835_uploaded_image4_1750768991.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5389835_uploaded_image5_1750768991.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5389835_uploaded_image6_1750768991.jpeg)"
"1766787563-46","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5435162","Ensemble homme","13 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5435162_uploaded_image1_1753183547.jpg)
background-image:url(https://images.coinafrique.com/thumb_5435162_uploaded_image2_1753183547.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5435162_uploaded_image3_1753183547.jpeg)"
"1766787572-47","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/polo-5435168","Polo","6 500 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5435168_uploaded_image1_1753183652.jpg)
background-image:url(https://images.coinafrique.com/thumb_5435168_uploaded_image2_1753183652.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5435168_uploaded_image3_1753183652.jpeg)"
"1766787580-48","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/polo-5435176","Polo","Prix sur demande","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5435176_uploaded_image3_1753183801.jpeg)"
"1766787590-49","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-5438593","Pantalon Kaki","5 000 CFA","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5438593_uploaded_image1_1753346732.jpg)
background-image:url(https://images.coinafrique.com/thumb_5438593_uploaded_image2_1753346732.jpeg)"
"1766787599-50","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kakis-et-chemise-5438939","Pantalon kakis et chemise","15 000 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5438939_uploaded_image1_1753357818.jpg)
background-image:url(https://images.coinafrique.com/thumb_5438939_uploaded_image2_1753357818.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5438939_uploaded_image3_1753357818.jpeg)"
"1766787607-51","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/tee-shirts-5439394","Tee-shirts","15 000 CFA","Grand Dakar, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5439394_uploaded_image1_1753370451.jpg)
background-image:url(https://images.coinafrique.com/thumb_5439394_uploaded_image2_1753370451.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5439394_uploaded_image3_1753370451.jpeg)"
"1766787616-52","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/chaussures-homme-5446085","Chaussures homme","2 500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5446085_uploaded_image1_1753712713.jpg)"
"1766787624-53","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-pour-homme-5402965","Ensemble  pour homme","15 000 CFA","Fass, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5402965_uploaded_image1_1751479836.jpg)
background-image:url(https://images.coinafrique.com/thumb_5402965_uploaded_image2_1751479836.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5402965_uploaded_image3_1751479836.jpeg)"
"1766787638-54","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/vetement-homme-5450673","Vêtement  homme","Prix sur demande","Grand Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5450673_uploaded_image1_1753925204.jpg)
background-image:url(https://images.coinafrique.com/thumb_5450673_uploaded_image2_1753925204.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5450673_uploaded_image3_1753925204.jpeg)"
"1766787649-55","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/pull-adidas-5454584","Pull Adidas","9 000 CFA","HLM, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5454584_uploaded_image1_1754095564.jpg)
background-image:url(https://images.coinafrique.com/thumb_5454584_uploaded_image2_1754095564.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5454584_uploaded_image3_1754095564.jpeg)"
"1766787658-56","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/polo-jules-5454591","Polo Jules","7 000 CFA","HLM, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5454591_uploaded_image1_1754095820.jpg)
background-image:url(https://images.coinafrique.com/thumb_5454591_uploaded_image2_1754095820.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5454591_uploaded_image3_1754095820.jpeg)"
